StartPoint,512,912
NotVertical,1.731214,25.61847,512,166
NotVertical,-0.001445087,313.2399,166,858
NotVertical,-1.734104,1799.861,858,512
NotVertical,1.734104,-775.8613,512,858
NotVertical,0,712,858,166
NotVertical,-1.734104,999.8613,166,512
