StartPoint,512,912
NotVertical,3.076596,-663.217,512,277
NotVertical,-0.7252033,730.7268,132,747
NotVertical,0.7252033,-11.88131,277,892
NotVertical,-3.076596,2487.217,747,512
NotVertical,0,635,892,132
